brand,color,gender,category,season,rating,price
Converse,Yellow,Unisex,Sneakers,Winter,9.6,2783.02
Nike,Blue,Unisex,Formal Shoes,Winter,7.5,4403.73
Reebok,Pink,Female,Running Shoes,All-Season,2.6,13871.32
Reebok,Pink,Female,Casual Shoes,Winter,4.2,8636.68
Reebok,Green,Male,Running Shoes,All-Season,9.0,3473.41
Reebok,Gray,Female,Boots,Winter,9.2,9581.51
Fila,Brown,Male,Sneakers,Summer,5.2,7668.46
Skechers,Yellow,Unisex,Loafers,Winter,2.6,2383.3
Reebok,Orange,Unisex,Formal Shoes,Winter,6.8,13756.4
Nike,Red,Male,Sandals,All-Season,6.5,18972.69
Fila,Yellow,Female,Sandals,Summer,1.5,1259.57
Adidas,Red,Male,Formal Shoes,Summer,5.8,4147.38
Puma,Yellow,Male,Sneakers,Winter,5.4,9290.52
Adidas,Pink,Female,Sneakers,Summer,1.6,19787.87
Skechers,Gray,Unisex,Formal Shoes,Spring,3.6,17527.96
Under Armour,Pink,Female,Sneakers,Winter,6.7,18829.33
Reebok,White,Female,Loafers,Summer,6.1,3751.89
Reebok,Green,Male,Casual Shoes,Summer,9.1,18498.36
Adidas,White,Unisex,Loafers,Summer,1.5,11524.49
Reebok,Black,Female,Sandals,Summer,5.8,1457.54
Reebok,White,Unisex,Formal Shoes,All-Season,9.2,7802.06
Under Armour,White,Male,Running Shoes,Summer,1.7,10114.04
Adidas,Green,Female,Boots,Spring,8.9,4595.66
Reebok,Red,Female,Boots,Winter,7.8,15035.81
Fila,Blue,Unisex,Running Shoes,Winter,9.5,7368.9
Under Armour,Orange,Female,Boots,Spring,8.4,5661.91
New Balance,Green,Male,Sneakers,All-Season,7.1,16008.97
Reebok,Green,Male,Sandals,Winter,3.0,13837.14
New Balance,Red,Female,Boots,Summer,4.8,19496.78
Nike,White,Unisex,Loafers,Winter,4.5,9775.83
Nike,Black,Female,Sandals,Winter,7.1,5452.85
Under Armour,Red,Unisex,Casual Shoes,All-Season,1.5,12548.49
Reebok,Brown,Female,Sneakers,All-Season,4.1,12021.32
Nike,Blue,Female,Sneakers,Winter,9.4,19828.29
Nike,Blue,Male,Sandals,All-Season,7.9,11271.25
Reebok,White,Unisex,Formal Shoes,All-Season,5.7,6913.01
Reebok,Orange,Unisex,Running Shoes,Winter,9.2,12936.24
Reebok,Orange,Female,Running Shoes,Spring,1.4,3494.94
New Balance,Blue,Male,Boots,All-Season,2.1,15086.9
Fila,Pink,Unisex,Loafers,Winter,8.6,19008.46
Reebok,Gray,Unisex,Boots,All-Season,8.0,3417.19
Fila,Yellow,Female,Loafers,Summer,1.8,4566.45
Reebok,Green,Male,Casual Shoes,Spring,5.8,2079.14
Puma,White,Unisex,Boots,Winter,2.7,8228.93
Reebok,Pink,Female,Sandals,Winter,5.5,5143.47
Reebok,Green,Male,Boots,Winter,5.6,4460.84
Nike,Gray,Unisex,Casual Shoes,All-Season,4.1,2407.31
Reebok,Gray,Female,Formal Shoes,Spring,3.5,6420.33
Fila,Black,Unisex,Formal Shoes,All-Season,3.6,9868.56
Fila,Green,Unisex,Boots,Winter,1.2,8697.85
Nike,Pink,Unisex,Loafers,Spring,6.8,1752.88
Nike,White,Female,Formal Shoes,Summer,9.9,14712.63
Reebok,Brown,Female,Boots,All-Season,6.1,9361.64
Adidas,Orange,Female,Sneakers,All-Season,8.4,6499.52
Nike,Gray,Unisex,Running Shoes,All-Season,2.0,5744.29
Fila,Blue,Female,Boots,Summer,1.2,18972.53
Nike,Brown,Female,Sneakers,Winter,2.6,6260.23
Nike,Orange,Female,Casual Shoes,Winter,9.2,3453.09
Under Armour,Gray,Female,Boots,Spring,9.7,16984.73
Fila,White,Unisex,Formal Shoes,Summer,9.3,2609.89
Nike,Red,Female,Casual Shoes,All-Season,1.3,9963.86
New Balance,Brown,Unisex,Sneakers,Spring,2.6,12602.36
Fila,Gray,Male,Formal Shoes,All-Season,4.7,11172.99
Under Armour,Gray,Female,Boots,Spring,6.6,1637.46
Skechers,Gray,Male,Casual Shoes,Winter,2.2,16000.67
Under Armour,Yellow,Female,Formal Shoes,All-Season,2.5,12714.81
Adidas,Pink,Unisex,Casual Shoes,Winter,4.8,2724.95
Puma,Green,Male,Sandals,All-Season,3.2,14663.88
Reebok,Orange,Male,Sandals,Spring,6.2,18377.33
Nike,Black,Male,Formal Shoes,Spring,3.2,12174.96
Reebok,Brown,Female,Boots,Spring,5.4,12230.91
Nike,Brown,Unisex,Running Shoes,Summer,3.5,9178.69
Fila,Gray,Unisex,Running Shoes,Summer,3.2,5439.0
Nike,Blue,Male,Boots,Summer,1.5,5659.96
Adidas,Black,Unisex,Casual Shoes,Winter,4.8,8032.2
Puma,Brown,Unisex,Casual Shoes,Spring,6.5,11082.74
Reebok,Black,Male,Sandals,Winter,7.5,17688.45
Converse,Blue,Female,Loafers,All-Season,5.6,11289.99
Under Armour,Orange,Female,Running Shoes,Summer,1.4,9799.16
Under Armour,Green,Unisex,Sandals,Summer,1.5,1409.13
Nike,White,Male,Running Shoes,Summer,5.3,17367.02
Reebok,Black,Male,Boots,Spring,6.9,7239.77
Reebok,Black,Female,Running Shoes,Winter,1.5,13510.63
Reebok,Yellow,Unisex,Sneakers,Winter,5.5,3418.31
Fila,Yellow,Unisex,Sneakers,Winter,1.1,5500.56
Adidas,Brown,Unisex,Loafers,Winter,4.5,13804.27
Nike,Green,Male,Running Shoes,Summer,3.3,15363.37
ASICS,Gray,Unisex,Sandals,Winter,9.8,19124.43
Skechers,Blue,Unisex,Sandals,All-Season,2.6,15278.83
Reebok,White,Unisex,Formal Shoes,All-Season,2.1,12558.54
Reebok,White,Female,Sandals,Summer,3.2,17542.93
Reebok,Green,Female,Boots,All-Season,1.6,9680.67
Reebok,Yellow,Female,Running Shoes,Spring,6.6,10950.03
New Balance,Green,Male,Boots,All-Season,3.0,10050.4
Skechers,Blue,Female,Formal Shoes,All-Season,1.8,17011.21
Nike,Pink,Unisex,Sandals,Winter,2.3,17561.35
Nike,Black,Male,Running Shoes,Summer,5.0,6100.43
Under Armour,Green,Male,Sneakers,Spring,6.8,11850.21
New Balance,Pink,Unisex,Sandals,Summer,1.6,17701.72
Reebok,White,Male,Sneakers,Winter,4.3,10034.38
Skechers,Brown,Unisex,Loafers,Summer,6.2,2285.01
Adidas,Green,Female,Formal Shoes,All-Season,5.3,9109.43
Nike,Blue,Male,Sandals,All-Season,7.9,2821.85
ASICS,Red,Unisex,Formal Shoes,Summer,5.9,4385.84
Reebok,Orange,Male,Loafers,Summer,3.3,11174.23
Reebok,Orange,Unisex,Formal Shoes,Summer,2.6,14482.32
Puma,Black,Unisex,Boots,Summer,8.8,19132.35
Reebok,Green,Unisex,Casual Shoes,Winter,1.3,9351.62
Reebok,Gray,Male,Boots,All-Season,5.6,17615.94
